POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Nationality,Team,Season
41,KL Rahul,11,8,0,166,46,20.75,164,101.21,0,0,12,3,Indian,Sunrisers Hyderabad,2014
42,Suryakumar Yadav,16,10,5,164,34,32.8,117,140.17,0,0,16,5,Indian,Kolkata Knight Riders,2014
43,Quinton de Kock,7,7,0,153,48,21.85,130,117.69,0,0,19,4,Overseas,Delhi Capitals,2014
44,Manoj Tiwary,8,8,3,152,61,30.4,118,128.81,0,1,14,4,Indian,Delhi Capitals,2014
45,Jacques Kallis,8,7,1,151,72,25.16,129,117.05,0,1,13,4,Overseas,Kolkata Knight Riders,2014
46,Kedar Jadhav,10,10,5,149,37,29.8,101,147.52,0,0,13,7,Indian,Delhi Capitals,2014
47,Steve Smith,10,7,3,147,48,36.75,110,133.63,0,0,13,4,Overseas,Rajasthan Royals,2014
48,Ravindra Jadeja,16,10,5,146,36,29.2,110,132.72,0,0,9,5,Indian,Chennai Super Kings,2014
49,Aditya Tare,15,12,4,126,24,15.75,98,128.57,0,0,16,3,Indian,Mumbai Indians,2014
50,Cheteshwar Pujara,6,6,1,125,40,25,124,100.8,0,0,17,0,Indian,Kings Xi Punjab,2014
51,Stuart Binny,13,12,2,123,48,12.3,121,101.65,0,0,4,5,Indian,Rajasthan Royals,2014
52,Chidhambaram Gautam,9,9,2,121,33,17.28,111,109,0,0,13,5,Indian,Mumbai Indians,2014
53,David Hussey,5,4,2,116,50,58,94,123.4,0,1,8,6,Overseas,Chennai Super Kings,2014
54,Mayank Agarwal,8,8,0,115,31,14.37,91,126.37,0,0,12,3,Indian,Delhi Capitals,2014
55,Darren Sammy,10,9,2,108,29,15.42,91,118.68,0,0,4,8,Overseas,Sunrisers Hyderabad,2014
56,Yogesh Takawale,5,5,0,104,45,20.8,91,114.28,0,0,17,1,Indian,Royal Challengers Bangalore,2014
57,Brad Hodge,4,4,1,101,40,33.66,72,140.27,0,0,4,6,Overseas,Rajasthan Royals,2014
58,Mitchell Starc,14,9,3,85,29,14.16,84,101.19,0,0,9,0,Overseas,Royal Challengers Bangalore,2014
59,Rishi Dhawan,13,6,4,82,23,41,75,109.33,0,0,8,1,Indian,Kings Xi Punjab,2014
60,Sachin Rana,9,7,4,73,19,24.33,65,112.3,0,0,7,1,Indian,Royal Challengers Bangalore,2014
61,Venugopal Rao,7,5,2,71,27,23.66,63,112.69,0,0,8,0,Indian,Sunrisers Hyderabad,2014
62,Shaun Marsh,2,2,0,70,40,35,52,134.61,0,0,7,3,Overseas,Kings Xi Punjab,2014
63,Rajat Bhatia,12,7,2,67,23,13.4,53,126.41,0,0,4,3,Indian,Rajasthan Royals,2014
64,Axar Patel,17,8,2,62,42,10.33,60,103.33,0,0,6,1,Indian,Kings Xi Punjab,2014
65,Ross Taylor,4,4,1,59,43,19.66,59,100,0,0,6,0,Overseas,Delhi Capitals,2014
66,Chris Lynn,2,2,0,58,45,29,49,118.36,0,0,5,3,Overseas,Kolkata Knight Riders,2014
67,Mitchell Johnson,14,8,5,56,16,18.66,50,112,0,0,4,3,Overseas,Kings Xi Punjab,2014
68,Irfan Pathan,10,6,4,55,23,27.5,54,101.85,0,0,5,0,Indian,Sunrisers Hyderabad,2014
69,Ryan ten Doeschate,10,7,3,52,25,13,33,157.57,0,0,3,4,Overseas,Kolkata Knight Riders,2014
70,Albie Morkel,7,5,2,45,16,15,41,109.75,0,0,1,3,Overseas,Royal Challengers Bangalore,2014
71,Ravichandran Ashwin,16,6,3,45,14,15,45,100,0,0,4,0,Indian,Chennai Super Kings,2014
72,Abhishek Nayar,5,4,1,43,23,14.33,47,91.48,0,0,5,1,Indian,Rajasthan Royals,2014
73,Jimmy Neesham,4,3,0,42,22,14,46,91.3,0,0,3,1,Overseas,Delhi Capitals,2014
74,Karn Sharma,14,8,4,42,17,10.5,29,144.82,0,0,1,3,Indian,Sunrisers Hyderabad,2014
75,Ben Dunk,3,3,0,40,20,13.33,35,114.28,0,0,7,0,Overseas,Mumbai Indians,2014
76,Rilee Rossouw,3,3,0,39,24,13,41,95.12,0,0,2,2,Overseas,Royal Challengers Bangalore,2014
77,Kevon Cooper,5,5,2,39,32,13,26,150,0,0,2,3,Overseas,Rajasthan Royals,2014
78,Varun Aaron,10,3,3,35,17,0,34,102.94,0,0,2,1,Indian,Royal Challengers Bangalore,2014
79,Dhawal Kulkarni,8,2,2,35,28,0,25,140,0,0,1,2,Indian,Rajasthan Royals,2014
80,Mithun Manhas,12,5,3,35,13,17.5,23,152.17,0,0,3,1,Indian,Chennai Super Kings,2014
81,Ankit Sharma,3,2,0,34,30,17,30,113.33,0,0,4,1,Indian,Rajasthan Royals,2014
82,Piyush Chawla,11,5,2,31,17,10.33,19,163.15,0,0,4,1,Indian,Kolkata Knight Riders,2014
83,Laxmi Ratan Shukla,5,3,0,31,21,10.33,38,81.57,0,0,2,1,Indian,Delhi Capitals,2014
84,Vijay Zol,3,2,0,29,16,14.5,26,111.53,0,0,3,1,Indian,Royal Challengers Bangalore,2014
85,Harbhajan Singh,14,7,2,28,10,5.6,25,112,0,0,2,2,Indian,Mumbai Indians,2014
86,Mandeep Singh,3,3,0,24,21,8,26,92.3,0,0,2,0,Indian,Kings Xi Punjab,2014
87,Dale Steyn,14,4,1,22,12,7.33,26,84.61,0,0,1,0,Overseas,Sunrisers Hyderabad,2014
88,Rahul Shukla,3,3,2,18,14,18,21,85.71,0,0,2,0,Indian,Delhi Capitals,2014
89,Nic Maddinson,2,2,0,16,12,8,14,114.28,0,0,3,0,Overseas,Royal Challengers Bangalore,2014
90,Rahul Tewatia,3,1,0,16,16,16,13,123.07,0,0,0,1,Indian,Rajasthan Royals,2014
91,Jason Holder,1,1,0,16,16,16,12,133.33,0,0,2,1,Overseas,Sunrisers Hyderabad,2014
92,Ravi Rampaul,2,1,0,13,13,13,13,100,0,0,0,1,Overseas,Royal Challengers Bangalore,2014
93,Harshal Patel,3,3,1,13,6,6.5,7,185.71,0,0,1,1,Indian,Royal Challengers Bangalore,2014
94,Shreyas Gopal,4,1,0,11,11,11,10,110,0,0,1,0,Indian,Mumbai Indians,2014
95,Sunil Narine,16,5,3,10,6,5,14,71.42,0,0,0,0,Overseas,Kolkata Knight Riders,2014
96,Moises Henriques,4,2,0,9,9,4.5,14,64.28,0,0,1,0,Overseas,Sunrisers Hyderabad,2014
97,Zaheer Khan,6,4,3,8,7,8,7,114.28,0,0,0,1,Indian,Mumbai Indians,2014
98,Dwayne Bravo,1,1,1,8,8,0,3,266.66,0,0,0,1,Overseas,Chennai Super Kings,2014
99,Imran Tahir,6,2,0,8,4,4,10,80,0,0,2,0,Overseas,Delhi Capitals,2014
100,Ben Cutting,1,1,0,8,8,8,6,133.33,0,0,0,1,Overseas,Rajasthan Royals,2014
1,Michael Hussey,17,17,3,733,95,52.35,566,129.5,0,6,81,17,Overseas,Chennai Super Kings,2013
2,Chris Gayle,16,16,4,708,175,59,453,156.29,1,4,57,51,Overseas,Royal Challengers Bangalore,2013
3,Virat Kohli,16,16,2,634,99,45.28,457,138.73,0,6,64,22,Indian,Royal Challengers Bangalore,2013
4,Suresh Raina,18,17,4,548,100,42.15,365,150.13,1,4,50,18,Indian,Chennai Super Kings,2013
5,Shane Watson,16,16,2,543,101,38.78,380,142.89,1,2,59,22,Overseas,Rajasthan Royals,2013
6,Rohit Sharma,19,19,5,538,79,38.42,409,131.54,0,4,35,28,Indian,Mumbai Indians,2013
7,Dinesh Karthik,19,19,1,510,86,28.33,411,124.08,0,2,54,14,Indian,Mumbai Indians,2013
8,Ajinkya Rahane,18,18,4,488,68,34.85,458,106.55,0,4,42,11,Indian,Rajasthan Royals,2013
9,Rahul Dravid,18,17,1,471,65,29.43,425,110.82,0,4,64,5,Indian,Rajasthan Royals,2013
10,MS Dhoni,18,16,5,461,67,41.9,283,162.89,0,4,32,25,Indian,Chennai Super Kings,2013
13,Kieron Pollard,18,18,8,420,66,42,281,149.46,0,3,27,29,Overseas,Mumbai Indians,2013
14,Dwayne Smith,13,13,0,418,68,32.15,341,122.58,0,4,40,19,Overseas,Mumbai Indians,2013
15,David Miller,12,12,5,418,101,59.71,254,164.56,1,3,28,24,Overseas,Kings Xi Punjab,2013
16,David Warner,16,16,3,410,77,31.53,323,126.93,0,4,41,14,Overseas,Delhi Capitals,2013
17,Gautam Gambhir,16,16,0,406,60,25.37,343,118.36,0,4,51,5,Indian,Kolkata Knight Riders,2013
18,AB de Villiers,14,14,4,360,64,36,219,164.38,0,2,34,15,Overseas,Royal Challengers Bangalore,2013
19,Yusuf Pathan,16,16,5,332,72,30.18,240,138.33,0,1,30,14,Indian,Kolkata Knight Riders,2013
20,Mahela Jayawardene,15,15,0,331,66,22.06,313,105.75,0,2,39,6,Overseas,Delhi Capitals,2013
21,Murali Vijay,15,15,1,312,55,22.28,286,109.09,0,2,27,8,Indian,Chennai Super Kings,2013
22,Jacques Kallis,16,16,1,311,41,20.73,322,96.58,0,0,35,3,Overseas,Kolkata Knight Riders,2013
23,Shikhar Dhawan,10,10,2,311,73,38.87,253,122.92,0,3,37,5,Indian,Sunrisers Hyderabad,2013
24,Eoin Morgan,14,13,2,307,51,27.9,240,127.91,0,1,28,13,Overseas,Kolkata Knight Riders,2013
25,Shaun Marsh,8,8,0,300,77,37.5,249,120.48,0,3,39,4,Overseas,Kings Xi Punjab,2013
26,Virender Sehwag,13,13,1,295,95,24.58,233,126.6,0,1,41,6,Indian,Delhi Capitals,2013
27,Parthiv Patel,13,13,0,294,61,22.61,255,115.29,0,1,37,4,Indian,Sunrisers Hyderabad,2013
28,Adam Gilchrist,13,13,1,294,85,24.5,229,128.38,0,1,41,6,Overseas,Kings Xi Punjab,2013
29,Brad Hodge,17,14,7,293,54,41.85,218,134.4,0,1,27,9,Overseas,Rajasthan Royals,2013
30,Stuart Binny,17,16,7,293,41,32.55,199,147.23,0,0,25,12,Indian,Rajasthan Royals,2013
31,Sachin Tendulkar,14,14,1,287,54,22.07,231,124.24,0,1,38,5,Indian,Mumbai Indians,2013
32,Ambati Rayudu,19,17,3,265,37,18.92,231,114.71,0,0,22,4,Indian,Mumbai Indians,2013
33,Mandeep Singh,16,14,1,260,77,20,223,116.59,0,1,36,0,Indian,Kings Xi Punjab,2013
34,Manvinder Bisla,14,14,1,255,92,19.61,236,108.05,0,2,36,6,Indian,Kolkata Knight Riders,2013
35,Hanuma Vihari,17,17,3,241,46,17.21,278,86.69,0,0,17,1,Indian,Sunrisers Hyderabad,2013
37,David Hussey,12,11,1,235,41,23.5,209,112.44,0,0,20,6,Overseas,Kings Xi Punjab,2013
38,Thisara Perera,16,14,4,233,40,23.3,163,142.94,0,0,12,14,Overseas,Sunrisers Hyderabad,2013
39,Cameron White,13,13,1,209,52,17.41,191,109.42,0,1,18,7,Overseas,Sunrisers Hyderabad,2013
40,Sanju Samson,11,10,2,206,63,25.75,178,115.73,0,1,19,5,Indian,Rajasthan Royals,2013
41,Ravindra Jadeja,18,14,6,201,38,25.12,135,148.88,0,0,17,6,Indian,Chennai Super Kings,2013
42,Azhar Mahmood,11,10,0,196,80,19.6,154,127.27,0,2,22,5,Overseas,Kings Xi Punjab,2013
43,Ben Rohrer,8,8,2,193,64,32.16,140,137.85,0,1,21,5,Overseas,Delhi Capitals,2013
44,Darren Sammy,10,9,3,174,60,29,132,131.81,0,1,11,10,Overseas,Sunrisers Hyderabad,2013
46,Moises Henriques,10,9,5,165,44,41.25,125,132,0,0,20,3,Overseas,Royal Challengers Bangalore,2013
47,Manan Vohra,12,10,2,161,43,20.12,117,137.6,0,0,22,2,Indian,Kings Xi Punjab,2013
49,Unmukt Chand,9,9,0,158,41,17.55,158,100,0,0,17,4,Indian,Delhi Capitals,2013
50,Kedar Jadhav,12,10,3,152,31,21.71,124,122.58,0,0,8,5,Indian,Delhi Capitals,2013
51,Manoj Tiwary,10,9,1,146,33,18.25,140,104.28,0,0,12,1,Indian,Kolkata Knight Riders,2013
52,Irfan Pathan,15,13,5,142,24,17.75,152,93.42,0,0,9,3,Indian,Delhi Capitals,2013
55,Manpreet Juneja,7,7,0,125,49,17.85,128,97.65,0,0,11,1,Indian,Delhi Capitals,2013
56,Ashish Reddy,12,10,4,125,36,20.83,89,140.44,0,0,8,5,Indian,Sunrisers Hyderabad,2013
57,Dishant Yagnik,12,9,1,125,34,15.62,96,130.2,0,0,17,2,Indian,Rajasthan Royals,2013
58,Subramaniam Badrinath,18,8,1,124,34,17.71,121,102.47,0,0,11,0,Indian,Chennai Super Kings,2013
59,Biplap Samantray,8,7,2,123,55,24.6,111,110.81,0,1,13,2,Indian,Sunrisers Hyderabad,2013
60,Aditya Tare,5,5,0,123,59,24.6,84,146.42,0,1,14,5,Indian,Mumbai Indians,2013
61,Dwayne Bravo,18,12,4,121,23,15.12,106,114.15,0,0,11,3,Overseas,Chennai Super Kings,2013
62,Kumar Sangakkara,9,9,0,120,28,13.33,136,88.23,0,0,13,0,Overseas,Sunrisers Hyderabad,2013
63,Harbhajan Singh,19,14,8,116,25,19.33,79,146.83,0,0,12,5,Indian,Mumbai Indians,2013
64,Rajagopal Sathish,9,8,3,109,27,21.8,77,141.55,0,0,9,5,Indian,Kings Xi Punjab,2013
65,Saurabh Tiwary,9,6,2,109,52,27.25,106,102.83,0,1,4,4,Indian,Royal Challengers Bangalore,2013
66,Gurkeerat Mann Singh,11,9,1,108,31,13.5,95,113.68,0,0,10,3,Indian,Kings Xi Punjab,2013
68,Rajat Bhatia,15,10,4,99,26,16.5,80,123.75,0,0,8,3,Indian,Kolkata Knight Riders,2013
69,Cheteshwar Pujara,4,4,0,92,51,23,99,92.92,0,1,14,0,Indian,Royal Challengers Bangalore,2013
70,Akshath Reddy,7,7,0,91,27,13,101,90.09,0,0,9,0,Indian,Sunrisers Hyderabad,2013
71,Amit Mishra,17,8,2,89,30,14.83,96,92.7,0,0,9,0,Indian,Sunrisers Hyderabad,2013
72,Karn Sharma,13,7,3,85,39,21.25,86,98.83,0,0,6,2,Indian,Sunrisers Hyderabad,2013
73,Ryan ten Doeschate,4,4,1,85,42,28.33,63,134.92,0,0,9,2,Overseas,Kolkata Knight Riders,2013
74,Tillakaratne Dilshan,5,5,0,76,33,15.2,93,81.72,0,0,12,0,Overseas,Royal Challengers Bangalore,2013
75,Debabrata Das,10,6,1,75,23,15,74,101.35,0,0,5,5,Indian,Kolkata Knight Riders,2013
76,Vinay Kumar,16,5,4,70,26,70,44,159.09,0,0,6,3,Indian,Royal Challengers Bangalore,2013
77,Wriddhiman Saha,3,3,0,70,39,23.33,56,125,0,0,6,4,Indian,Chennai Super Kings,2013
78,Mayank Agarwal,5,5,0,67,29,13.4,62,108.06,0,0,6,3,Indian,Royal Challengers Bangalore,2013
80,Piyush Chawla,16,11,5,64,23,10.66,57,112.28,0,0,5,3,Indian,Kings Xi Punjab,2013
82,Luke Pomersbach,3,3,1,58,33,29,59,98.3,0,0,5,1,Overseas,Kings Xi Punjab,2013
83,Morne Morkel,10,6,1,57,23,11.4,29,196.55,0,0,6,3,Overseas,Delhi Capitals,2013
84,James Faulkner,16,9,4,57,19,11.4,57,100,0,0,5,2,Overseas,Rajasthan Royals,2013
85,Dale Steyn,17,8,6,53,18,26.5,36,147.22,0,0,5,2,Overseas,Sunrisers Hyderabad,2013
86,Ricky Ponting,6,5,0,52,28,10.4,75,69.33,0,0,3,1,Overseas,Mumbai Indians,2013
89,Praveen Kumar,15,7,1,47,24,7.83,39,120.51,0,0,3,3,Indian,Kings Xi Punjab,2013
90,Albie Morkel,8,3,0,46,23,15.33,37,124.32,0,0,2,3,Overseas,Chennai Super Kings,2013
91,Manpreet Gony,8,5,1,45,42,11.25,25,180,0,0,4,3,Indian,Kings Xi Punjab,2013
92,Chidhambaram Gautam,3,3,1,44,30,22,34,129.41,0,0,4,1,Indian,Delhi Capitals,2013
93,Johan Botha,6,6,0,43,23,7.16,52,82.69,0,0,5,1,Overseas,Delhi Capitals,2013
94,Arun Karthik,12,5,2,41,19,13.66,38,107.89,0,0,3,1,Indian,Royal Challengers Bangalore,2013
95,Mitchell Johnson,17,6,2,39,11,9.75,36,108.33,0,0,2,2,Overseas,Mumbai Indians,2013
96,Kevon Cooper,14,5,1,39,26,9.75,22,177.27,0,0,4,2,Overseas,Rajasthan Royals,2013
97,Umesh Yadav,16,8,7,38,12,38,38,100,0,0,3,1,Indian,Delhi Capitals,2013
98,Ravi Rampaul,10,6,2,38,23,9.5,37,102.7,0,0,3,1,Overseas,Royal Challengers Bangalore,2013
99,Glenn Maxwell,3,3,1,36,23,18,27,133.33,0,0,1,4,Overseas,Mumbai Indians,2013
100,Ravichandran Ashwin,18,5,1,35,11,8.75,49,71.42,0,0,4,0,Indian,Chennai Super Kings,2013
1,Chris Gayle,15,14,2,733,128,61.08,456,160.74,1,7,46,59,Overseas,Royal Challengers Bangalore,2012
2,Gautam Gambhir,17,17,2,590,93,39.33,411,143.55,0,6,64,17,Indian,Kolkata Knight Riders,2012
4,Ajinkya Rahane,16,16,2,560,103,40,433,129.33,1,3,73,10,Indian,Rajasthan Royals,2012
5,Virender Sehwag,16,16,1,495,87,33,307,161.23,0,5,57,19,Indian,Delhi Capitals,2012
7,Rahul Dravid,16,16,0,462,58,28.87,412,112.13,0,2,63,4,Indian,Rajasthan Royals,2012
8,Suresh Raina,19,18,1,441,73,25.94,325,135.69,0,1,36,19,Indian,Chennai Super Kings,2012
9,Rohit Sharma,17,16,2,433,109,30.92,342,126.6,1,3,39,18,Indian,Mumbai Indians,2012
10,Mandeep Singh,16,16,0,432,75,27,342,126.31,0,2,53,7,Indian,Kings Xi Punjab,2012
11,Jacques Kallis,17,17,1,409,79,25.56,384,106.51,0,2,34,10,Overseas,Kolkata Knight Riders,2012
13,Faf du Plessis,13,12,0,398,73,33.16,304,130.92,0,3,29,17,Overseas,Chennai Super Kings,2012
14,David Hussey,16,15,3,396,68,33,305,129.83,0,2,28,17,Overseas,Kings Xi Punjab,2012
15,Dwayne Bravo,19,16,8,371,48,46.37,264,140.53,0,0,20,20,Overseas,Chennai Super Kings,2012
16,Virat Kohli,16,15,2,364,73,28,326,111.65,0,2,33,9,Indian,Royal Challengers Bangalore,2012
18,MS Dhoni,19,17,5,358,51,29.83,278,128.77,0,1,26,9,Indian,Chennai Super Kings,2012
